Column1;country;points;price;province;region_1;variety;winery
81310;Italy;91;300;Tuscany;Bolgheri;Red Blend;Marchesi Antinori
81317;Italy;91;500;Tuscany;Brunello di Montalcino;Sangiovese Grosso;Renieri
81329;Italy;91;600;Tuscany;Brunello di Montalcino;Sangiovese Grosso;Carpineto
81355;Italy;85;160;Lombardy;Lugana;Trebbiano di Lugana;Tommasi
81371;Italy;83;110;Central Italy;Orvieto Classico;White Blend;Bigi
81383;Italy;82;150;Southern Italy;Pompeiano;Coda di Volpe;Sorrentino
81394;Italy;86;160;Tuscany;Montecucco;Red Blend;Piandibugnano
81431;Italy;86;190;Southern Italy;Sannio;Falanghina;Capolino Perlingieri
81434;Italy;86;180;Southern Italy;Puglia;Primitivo;Torre Quarto
81436;Italy;86;160;Southern Italy;Beneventano;Falanghina;Vesevo
81453;Italy;92;350;Veneto;Soave Classico;Garganega;Gini
81468;Italy;92;300;Veneto;Soave Classico;Garganega;Pieropan
81478;Italy;92;300;Veneto;Soave Classico;Garganega;Inama
81484;Italy;85;220;Piedmont;Dolcetto d'Alba;Dolcetto;Beni di Batasiolo
81485;Italy;85;190;Piedmont;Piedmont;Brachetto;Borgo Maragliano
81531;Italy;86;110;Central Italy;Montepulciano d'Abruzzo;Montepulciano;Caldora Vini
81533;Italy;86;90;Central Italy;Montepulciano d'Abruzzo;Montepulciano;Cantine Galasso
81537;Italy;86;120;Southern Italy;Salento;Primitivo;Li Veli
81545;Italy;89;450;Veneto;Amarone della Valpolicella Classico;Corvina, Rondinella, Molinara;Bolla
81550;Italy;89;400;Veneto;Amarone della Valpolicella Classico;Corvina, Rondinella, Molinara;Zeni
81564;Italy;89;350;Veneto;Amarone della Valpolicella Classico;Corvina, Rondinella, Molinara;Le Bertarole
81600;Italy;91;900;Tuscany;Toscana;Red Blend;Castello d'Albola
81605;Italy;91;300;Tuscany;Bolgheri Superiore;Red Blend;Antonino Tringali-Casanuova
81610;Italy;91;270;Tuscany;Chianti Classico;Sangiovese;Volpaia
81613;Italy;91;450;Tuscany;Cortona;Syrah;Stefano Amerighi
81617;Italy;91;440;Tuscany;Toscana;Red Blend;Marchesi Torrigiani
81619;Italy;91;300;Tuscany;Bolgheri;Red Blend;Caccia al Piano 1868
81623;Italy;91;400;Tuscany;Val di Cornia Suvereto;Cabernet Sauvignon;Gualdo del Re
81632;Italy;85;100;Sicily & Sardinia;Sicilia;Merlot;Sallier de la Tour
81640;Italy;85;130;Veneto;Soave Classico;Garganega;Coffele
81643;Italy;85;120;Sicily & Sardinia;Sicilia;White Blend;Duca di Salaparuta
81644;Italy;85;90;Central Italy;Falerio dei Colli Ascolani;White Blend;Il Conte
81647;Italy;85;100;Sicily & Sardinia;Sicilia;Fiano;MandraRossa
81653;Italy;85;160;Sicily & Sardinia;Sicilia;Rosé;Planeta
81654;Italy;85;100;Central Italy;Trebbiano d'Abruzzo;Trebbiano;Talamonti
81678;Italy;81;160;Southern Italy;Penisola Sorrentina;Gragnano;Sorrentino
81686;Italy;99;4400;Piedmont;Langhe;Nebbiolo;Gaja
81687;Italy;99;4400;Piedmont;Langhe;Nebbiolo;Gaja
81689;Italy;98;2550;Piedmont;Langhe;Nebbiolo;Gaja
81715;Italy;85;160;Tuscany;Toscana;Red Blend;Leopoldo I di Toscana
81724;Italy;85;160;Southern Italy;Lacryma Christi del Vesuvio;Red Blend;Feudi di San Gregorio
81731;Italy;85;140;Sicily & Sardinia;Vermentino di Sardegna;Vermentino;Cantine di Dolianova
81735;Italy;85;130;Southern Italy;Salento;Chardonnay;Miali
81818;Italy;86;110;Central Italy;Terre di Chieti;Sangiovese;Caldora Vini
81820;Italy;86;120;Central Italy;Umbria;Rosé;Falesco
81821;Italy;86;90;Central Italy;Montepulciano d'Abruzzo;Montepulciano;Farnese
81836;Italy;86;150;Central Italy;Montepulciano d'Abruzzo;Montepulciano;Inalto
81874;Italy;89;560;Veneto;Amarone della Valpolicella Classico;Corvina, Rondinella, Molinara;Degani
81883;Italy;89;400;Veneto;Valpolicella Classico Superiore Ripasso;Corvina, Rondinella, Molinara;Remo Farina
81887;Italy;89;250;Veneto;Valpolicella Classico Superiore Ripasso;Corvina, Rondinella, Molinara;Nicolis
81890;Italy;88;250;Veneto;Valpolicella Classico Superiore Ripasso;Corvina, Rondinella, Molinara;Corteforte
81896;Italy;88;370;Veneto;Veneto;Red Blend;De Stefani
81903;Italy;91;600;Tuscany;Bolgheri;Red Blend;Casa di Terra
81904;Italy;91;650;Tuscany;Brunello di Montalcino;Sangiovese Grosso;Renieri
81914;Italy;90;350;Tuscany;Toscana;Red Blend;Duemani
81919;Italy;90;750;Tuscany;Toscana;Red Blend;Diadema
81928;Italy;90;650;Tuscany;Vino Nobile di Montepulciano;Prugnolo Gentile;Carpineto
81930;Italy;85;100;Central Italy;Trebbiano d'Abruzzo;Trebbiano;Valori
81950;Italy;85;100;Central Italy;Trebbiano d'Abruzzo;Trebbiano;Talamonti
81953;Italy;85;100;Sicily & Sardinia;Sicilia;Syrah;Sallier de la Tour
81961;Italy;97;2100;Piedmont;Barbaresco;Nebbiolo;Gaja
81963;Italy;97;2150;Piedmont;Langhe;Nebbiolo;Gaja
81978;Italy;95;4200;Piedmont;Langhe;Nebbiolo;Gaja
81997;Italy;91;350;Veneto;Soave Classico;Garganega;Gini
82000;Italy;91;300;Veneto;Soave Classico;Garganega;Pieropan
82010;Italy;91;180;Veneto;Soave;Garganega;Fattori
82016;Italy;91;240;Veneto;Soave Classico;Garganega;Inama
82023;Italy;85;150;Southern Italy;Basilicata;Moscato;Bisceglia
82024;Italy;85;150;Southern Italy;Puglia;Negroamaro;Casalbaio
82026;Italy;85;150;Southern Italy;Puglia;Verdeca;Luccarelli
82028;Italy;85;120;Southern Italy;Martina;White Blend;Miali
82059;Italy;85;100;Tuscany;Toscana;Red Blend;Bellini
82060;Italy;85;100;Tuscany;Toscana;Red Blend;Badia a Coltibuono
82090;Italy;84;100;Piedmont;Barbera d'Asti;Barbera;Cantine Volpi
82099;Italy;84;160;Piedmont;Brachetto d'Acqui;Brachetto;Tenimenti Ca' Bianca
82111;Italy;86;90;Central Italy;Montepulciano d'Abruzzo;Montepulciano;Masciarelli
82112;Italy;86;250;Southern Italy;Fiano di Avellino;Fiano;Mastroberardino
82118;Italy;86;100;Central Italy;Montepulciano d'Abruzzo;Montepulciano;Talamonti
82120;Italy;86;170;Central Italy;Lacrima di Morro d'Alba;Lacrima;Umani Ronchi
82150;Italy;87;180;Sicily & Sardinia;Sicilia;Ansonica;Firriato
82161;Italy;87;120;Southern Italy;Salice Salentino;Red Blend;La Corte
82178;Italy;88;220;Veneto;Valpolicella Classico Superiore Ripasso;Corvina, Rondinella, Molinara;Carlo Boscaini
82182;Italy;88;550;Veneto;Amarone della Valpolicella Classico;Corvina, Rondinella, Molinara;Le Ragose
82183;Italy;88;200;Veneto;Valpolicella Classico Superiore Ripasso;Corvina, Rondinella, Molinara;Stefano Accordini
82189;Italy;88;400;Veneto;Amarone della Valpolicella;Corvina, Rondinella, Molinara;Sartori
82191;Italy;88;270;Veneto;Valpolicella Superiore;Corvina, Rondinella, Molinara;Trabucchi d'Illasi
82193;Italy;88;560;Veneto;Valpolicella Classico Superiore;Corvina, Rondinella, Molinara;Terre di Leone
82194;Italy;88;300;Veneto;Amarone della Valpolicella;Corvina, Rondinella, Molinara;Tezza
82198;Italy;88;600;Veneto;Amarone della Valpolicella Classico;Corvina, Rondinella, Molinara;Monteci
82199;Italy;88;180;Veneto;Rosso del Veronese;Corvina, Rondinella, Molinara;Masi
82202;Italy;90;250;Tuscany;Bolgheri;Red Blend;Tenuta Argentiera
82209;Italy;90;420;Tuscany;Chianti Classico;Sangiovese;Villa Vignamaggio
82213;Italy;90;380;Tuscany;Maremma Toscana;Vermentino;Terre di Talamo
82216;Italy;90;190;Tuscany;Maremma Toscana;Red Blend;Mazzei
82220;Italy;90;280;Tuscany;Chianti Classico;Sangiovese;Principe Corsini Fattoria Le Corti
82227;Italy;90;300;Tuscany;Bolgheri;Red Blend;Campo alla Sughera
82229;Italy;90;370;Tuscany;Toscana;Red Blend;Fattoria Fibbiano
82232;Italy;85;120;Sicily & Sardinia;Sicilia;Nero d'Avola;Feudo Montoni
82239;Italy;85;150;Central Italy;Montepulciano d'Abruzzo;Montepulciano;Carlo Mario Margiotta
82243;Italy;85;150;Veneto;Soave Classico;Garganega;Prà
82246;Italy;85;120;Sicily & Sardinia;Vermentino di Sardegna;Vermentino;Santa Maria La Palma
82296;Italy;85;180;Southern Italy;Puglia;Primitivo;Teanum
82297;Italy;85;120;Southern Italy;Basilicata;Rosato;Vigneti del Vulture
82300;Italy;85;130;Southern Italy;Salento;Negroamaro;Miali
82301;Italy;85;100;Southern Italy;Salento;White Blend;Matané
82330;Italy;91;300;Veneto;Soave Classico;Garganega;Pieropan
82351;Italy;85;150;Tuscany;Toscana;Vermentino;Villa Poggio Salvi
82362;Italy;84;100;Tuscany;Colli della Toscana Centrale;Red Blend;I Veroni
82384;Italy;83;120;Piedmont;Piedmont;Red Blend;Veglio
82415;Italy;86;120;Central Italy;Montepulciano d'Abruzzo;Montepulciano;Umani Ronchi
82417;Italy;86;170;Southern Italy;Tarantino;Primitivo;Vigne & Vini
82433;Italy;86;150;Southern Italy;Irpinia;Rosé;Feudi di San Gregorio
82438;Italy;86;190;Central Italy;Montepulciano d'Abruzzo;Montepulciano;Valle Reale
82444;Italy;87;130;Southern Italy;Puglia;Negroamaro;Matané
82464;Italy;87;170;Northeastern Italy;Alto Adige;Red Blend;Andriano
82470;Italy;88;240;Veneto;Valpolicella Superiore;Corvina, Rondinella, Molinara;Massimago
82474;Italy;88;220;Veneto;Valpolicella Classico Superiore Ripasso;Corvina, Rondinella, Molinara;Domìni Veneti
82476;Italy;88;200;Veneto;Valpolicella Classico Superiore Ripasso;Corvina, Rondinella, Molinara;Brunelli
82477;Italy;88;360;Veneto;Valpolicella Classico Superiore Ripasso;Corvina, Rondinella, Molinara;Buglioni
82478;Italy;88;250;Veneto;Valpolicella Superiore Ripasso;Corvina, Rondinella, Molinara;Cantina Sociale della Valpantena
82479;Italy;88;320;Veneto;Rosso del Veronese;Red Blend;Fabiano
82489;Italy;88;350;Veneto;Veneto;Merlot;De Stefani
82491;Italy;88;330;Veneto;Amarone della Valpolicella Classico;Corvina, Rondinella, Molinara;Carlo Boscaini
82492;Italy;88;500;Veneto;Amarone della Valpolicella Classico;Corvina, Rondinella, Molinara;Manara
82495;Italy;88;280;Veneto;Valpolicella Classico Superiore Ripasso;Corvina, Rondinella, Molinara;Il Roverone
82517;Italy;90;480;Tuscany;Chianti Classico;Sangiovese;Principe Corsini Fattoria Le Corti
82524;Italy;90;350;Tuscany;Maremma Toscana;Red Blend;Rocca di Frassinello
82546;Italy;84;100;Central Italy;Montepulciano d'Abruzzo Cerasuolo;Rosé;Carlo Mario Margiotta
82553;Italy;84;150;Veneto;Soave Classico;Garganega;Monte del Frá
82554;Italy;84;80;Central Italy;Umbria;Red Blend;Benincasa
82588;Italy;93;450;Northeastern Italy;Alto Adige;Merlot;Andriano
82662;Italy;85;100;Southern Italy;Puglia;Sangiovese;Rapido Red
82671;Italy;84;100;Southern Italy;Salento;Primitivo;Cortenova
82681;Italy;83;190;Piedmont;Brachetto d'Acqui;Brachetto;Duchessa Lia
82733;Italy;86;100;Central Italy;Montepulciano d'Abruzzo;Montepulciano;Carlo Mario Margiotta
82734;Italy;86;120;Central Italy;Montepulciano d'Abruzzo;Montepulciano;Mondo del Vino
82735;Italy;86;240;Southern Italy;Fiano di Avellino;Fiano;Rocca del Principe
82736;Italy;86;130;Central Italy;Montepulciano d'Abruzzo Cerasuolo;Rosé;Valle Reale
82738;Italy;86;190;Central Italy;Montepulciano d'Abruzzo;Montepulciano;Terra d'Aligi
82743;Italy;87;150;Northeastern Italy;Alto Adige;Pinot Grigio;Kupelwieser
82748;Italy;87;240;Piedmont;Moscato d'Asti;Moscato;I Vignaioli di Santo Stefano
82751;Italy;87;150;Northeastern Italy;Delle Venezie;Pinot Grigio;Tommasi
82754;Italy;87;200;Northeastern Italy;Collio;Pinot Bianco;Venica & Venica
82772;Italy;88;250;Veneto;Valpolicella Classico Superiore;Corvina, Rondinella, Molinara;Masi
82775;Italy;88;240;Veneto;Valpolicella Superiore;Corvina, Rondinella, Molinara;Pieropan
82777;Italy;88;250;Veneto;Valpolicella Classico Superiore Ripasso;Corvina, Rondinella, Molinara;Tommasi
82780;Italy;88;180;Veneto;Valpolicella Classico Superiore Ripasso;Corvina, Rondinella, Molinara;Vigneti Villabella
82789;Italy;88;260;Veneto;Valpolicella Classico Superiore Ripasso;Corvina, Rondinella, Molinara;Arduini
82790;Italy;88;180;Veneto;Valpolicella Superiore Ripasso;Corvina, Rondinella, Molinara;Bertani
82801;Italy;90;650;Tuscany;Toscana;Cabernet Sauvignon;Carpineto
82802;Italy;90;300;Tuscany;Toscana;White Blend;Castello di Ama
82822;Italy;90;280;Tuscany;Bolgheri;Red Blend;Tenuta I Greppi
82829;Italy;90;480;Tuscany;Maremma Toscana;Red Blend;La Selva
82832;Italy;84;180;Southern Italy;Cirò;Greco Bianco;Ippolito 1845
82836;Italy;84;100;Sicily & Sardinia;Sicilia;Merlot;Lagaria
82848;Italy;84;220;Sicily & Sardinia;Sicilia;Sauvignon Blanc;Maurigi
82864;Italy;93;900;Veneto;Veronese;Corvina;Allegrini
82865;Italy;93;450;Northeastern Italy;Alto Adige;Merlot;Alois Lageder
82880;Italy;92;850;Veneto;Veronese;Corvina;Allegrini
82892;Italy;84;110;Tuscany;Colli della Toscana Centrale;Red Blend;I Veroni
82928;Italy;90;270;Veneto;Soave Classico;Garganega;Gini
82942;Italy;90;300;Veneto;Soave Classico;Garganega;Pieropan
83023;Italy;87;200;Northeastern Italy;Colli Orientali del Friuli;Ribolla Gialla;La Viarte
83045;Italy;88;220;Veneto;Valpolicella Classico Superiore Ripasso;Corvina, Rondinella, Molinara;Le Ragose
83047;Italy;88;240;Veneto;Valpolicella Classico Superiore Ripasso;Corvina, Rondinella, Molinara;Monte del Frá
83048;Italy;88;800;Veneto;Amarone della Valpolicella Classico;Corvina, Rondinella, Molinara;Monteci
83049;Italy;88;490;Veneto;Valpolicella Classico Superiore Ripasso;Red Blend;Monteci
83052;Italy;88;220;Veneto;Valpolicella Classico Superiore Ripasso;Corvina, Rondinella, Molinara;Gamba
83055;Italy;88;750;Veneto;Amarone della Valpolicella;Corvina, Rondinella, Molinara;La Collina dei Ciliegi
83076;Italy;85;150;Central Italy;Montepulciano d'Abruzzo;Montepulciano;Ciavolich Giuseppe
83078;Italy;85;90;Central Italy;Montepulciano d'Abruzzo Cerasuolo;Rosé;Farnese
83084;Italy;85;100;Central Italy;Montepulciano d'Abruzzo;Montepulciano;Cantine Volpi
83091;Italy;85;100;Central Italy;Montepulciano d'Abruzzo;Montepulciano;Umani Ronchi
83100;Italy;90;320;Tuscany;Chianti Classico;Sangiovese;L'Antica Fornace di Ridolfo
83106;Italy;90;400;Tuscany;Bolgheri;Red Blend;Podere Sapaio
83107;Italy;90;200;Tuscany;Toscana;Red Blend;Poggio Verrano
83109;Italy;90;200;Tuscany;Toscana;Red Blend;Caiarossa
83113;Italy;90;250;Tuscany;Montecucco;Red Blend;Collemassari
83114;Italy;90;240;Tuscany;Chianti Classico;Sangiovese;Castellare di Castellina
83116;Italy;90;350;Tuscany;Bolgheri;Red Blend;Donna Olimpia 1898
83121;Italy;90;250;Tuscany;Bolgheri;Red Blend;Batzella
83139;Italy;84;90;Central Italy;Marche;White Blend;Terrazzo
83143;Italy;84;100;Veneto;Veneto;Tai;Bonotto delle Tezze
83152;Italy;84;130;Veneto;Soave Superiore;Garganega;Villa Erbice
83170;Italy;92;770;Lombardy;Franciacorta;Chardonnay;Bellavista
83182;Italy;92;450;Northeastern Italy;Alto Adige;Chardonnay;Alois Lageder
83190;Italy;90;300;Veneto;Valdobbiadene Superiore di Cartizze;Glera;Astoria
83353;Italy;85;100;Central Italy;Montepulciano d'Abruzzo;Montepulciano;Cantine Volpi
83356;Italy;85;90;Central Italy;Terre di Chieti;Sangiovese;Farnese
83366;Italy;85;100;Central Italy;Montepulciano d'Abruzzo;Montepulciano;Natale Verga
83373;Italy;88;240;Veneto;Valpolicella Superiore;Corvina, Rondinella, Molinara;Latium di Morini
83374;Italy;88;250;Veneto;Amarone della Valpolicella Classico;Corvina, Rondinella, Molinara;Le Bertarole
83375;Italy;88;250;Veneto;Valpolicella Classico Superiore;Corvina, Rondinella, Molinara;Novaia
83382;Italy;88;150;Veneto;Valpolicella Classico Superiore Ripasso;Corvina, Rondinella, Molinara;Remo Farina
83385;Italy;88;150;Veneto;Soave Classico;Garganega;Cantina del Castello
83386;Italy;88;290;Veneto;Valpolicella Classico Superiore Ripasso;Corvina, Rondinella, Molinara;Cantine Lenotti di Lenotti
83388;Italy;88;500;Veneto;Amarone della Valpolicella Classico;Corvina, Rondinella, Molinara;Corte Archi
83396;Italy;88;490;Veneto;Amarone della Valpolicella Classico;Corvina, Rondinella, Molinara;Giuseppe Lonardi
83403;Italy;90;220;Tuscany;Toscana;Red Blend;Tua Rita
83408;Italy;90;150;Tuscany;Toscana;Red Blend;Aia Vecchia
83413;Italy;90;230;Tuscany;Bolgheri;Red Blend;Le Grascete
83415;Italy;90;350;Tuscany;Bolgheri;White Blend;Donna Olimpia 1898
83419;Italy;90;600;Tuscany;Toscana;Merlot;Fornacelle
83424;Italy;90;400;Tuscany;Chianti Classico;Sangiovese;Vignavecchia
83427;Italy;90;250;Tuscany;Bolgheri;Red Blend;Tenuta Moraia
83459;Italy;83;200;Southern Italy;Fiano di Avellino;Fiano;Rocca del Principe
83478;Italy;92;800;Lombardy;Franciacorta;Sparkling Blend;Bellavista
83481;Italy;92;350;Veneto;Veneto;Cabernet Sauvignon;Tenuta Sant'Antonio
83497;Italy;89;200;Veneto;Soave Classico Superiore;Garganega;Cantina di Soave
83499;Italy;89;180;Veneto;Soave;Garganega;Fattori
83544;Italy;97;1300;Piedmont;Barolo;Nebbiolo;Vietti
83546;Italy;96;700;Piedmont;Barolo;Nebbiolo;Poderi Luigi Einaudi
83557;Italy;84;140;Southern Italy;Salento;Primitivo;Pasqua
83561;Italy;84;120;Southern Italy;Salento;Negroamaro;Miali
83579;Italy;83;140;Southern Italy;Salento;Primitivo;Miali
83580;Italy;87;200;Southern Italy;Fiano di Avellino;Fiano;La Casa Dell'Orco
83581;Italy;87;200;Northeastern Italy;Colli Orientali del Friuli;Pinot Grigio;Guerra Albano
83600;Italy;87;150;Southern Italy;Puglia;Negroamaro;La Corte
83609;Italy;87;170;Piedmont;Gavi;Cortese;Coppo
83644;Italy;85;130;Central Italy;Montepulciano d'Abruzzo;Montepulciano;Capestrano
83656;Italy;85;80;Central Italy;Montepulciano d'Abruzzo;Montepulciano;Spinelli
83668;Italy;85;100;Southern Italy;Terra degli Osci;Montepulciano;Cantine Cipressi
83677;Italy;88;350;Veneto;Amarone della Valpolicella Classico;Corvina, Rondinella, Molinara;Scriani
83678;Italy;88;240;Veneto;Amarone della Valpolicella;Corvina, Rondinella, Molinara;Tinazzi
83683;Italy;88;350;Veneto;Valpolicella Classico Superiore Ripasso;Corvina, Rondinella, Molinara;Antolini
83693;Italy;88;220;Veneto;Valpolicella Classico Superiore;Corvina, Rondinella, Molinara;La Dama
83702;Italy;90;430;Tuscany;Montecucco;Sangiovese;Poggio Stenti
83703;Italy;90;180;Tuscany;Maremma;Ciliegiolo;Sassotondo
83706;Italy;90;450;Tuscany;Bolgheri;Red Blend;Michele Satta
83709;Italy;89;400;Tuscany;Bolgheri;Red Blend;Collemassari
83719;Italy;89;290;Tuscany;Toscana;White Blend;Barone Ricasoli
83723;Italy;89;270;Tuscany;Brunello di Montalcino;Sangiovese Grosso;L'Oca Ciuca
83725;Italy;89;400;Tuscany;Bolgheri Superiore;Red Blend;Le Grascete
83740;Italy;82;180;Sicily & Sardinia;Sicilia;Red Blend;Brugnano
83787;Italy;89;270;Veneto;Soave Classico;Garganega;Gini
83802;Italy;91;690;Lombardy;Franciacorta;Sparkling Blend;Bellavista
83808;Italy;91;400;Veneto;Rosso del Veronese;Merlot;Sansonina
83821;Italy;96;1500;Piedmont;Barolo;Nebbiolo;Luciano Sandrone
83835;Italy;95;700;Piedmont;Barolo;Nebbiolo;Josetta Saffirio
83838;Italy;95;1300;Piedmont;Barolo;Nebbiolo;Vietti
83840;Italy;95;940;Piedmont;Barolo;Nebbiolo;Massolino
83845;Italy;95;1000;Piedmont;Barolo;Nebbiolo;Eugenio Bocchino
83847;Italy;95;2520;Piedmont;Barolo;Nebbiolo;Ceretto
83849;Italy;94;880;Piedmont;Barolo;Nebbiolo;Ceretto
83880;Italy;93;790;Lombardy;Franciacorta;Chardonnay;Bellavista
83901;Italy;92;140;Veneto;Veneto;Verduzzo;Tenuta Polvaro
83934;Italy;86;150;Piedmont;Langhe;Arneis;Giacomo Vico
83954;Italy;84;130;Central Italy;Montepulciano d'Abruzzo;Montepulciano;Capestrano
83970;Italy;88;200;Veneto;Valpolicella Classico Superiore Ripasso;Corvina, Rondinella, Molinara;Corte San Benedetto
83973;Italy;88;180;Veneto;Valpolicella Classico Superiore Ripasso;Corvina, Rondinella, Molinara;Vaona
83975;Italy;88;200;Veneto;Valpolicella Classico Superiore Ripasso;Corvina, Rondinella, Molinara;Villa Monteleone
83985;Italy;87;270;Veneto;Valpolicella Superiore Ripasso;Corvina, Rondinella, Molinara;Domenico Fraccaroli
84000;Italy;89;600;Tuscany;Toscana;Sangiovese;Michele Satta
84007;Italy;89;270;Tuscany;Maremma;Alicante;Fattoria Mantellassi
84013;Italy;89;350;Tuscany;Toscana;Red Blend;Casa di Terra
84014;Italy;89;440;Tuscany;Colli della Toscana Centrale;Cabernet Sauvignon;Marchesi Gondi
84021;Italy;89;190;Tuscany;Bolgheri;Red Blend;Tenuta Argentiera
84064;Italy;91;400;Veneto;Rosso del Veronese;Merlot;Sansonina
84065;Italy;91;780;Lombardy;Franciacorta;Sparkling Blend;Bellavista
84080;Italy;91;360;Northeastern Italy;Collio;Pinot Bianco;Russiz Superiore
84084;Italy;91;280;Veneto;Veronese;Red Blend;Allegrini
84101;Italy;89;290;Veneto;Soave Classico Superiore;Garganega;Monte Tondo
84102;Italy;89;440;Veneto;Soave Classico;Garganega;Suavia
84109;Italy;88;170;Veneto;Soave;Garganega;Fattori
84110;Italy;88;190;Veneto;Conegliano Valdobbiadene Prosecco Superiore;Glera;Astoria
84117;Italy;88;300;Veneto;Soave Classico;Garganega;Le Battistelle
84129;Italy;94;450;Piedmont;Barbaresco;Nebbiolo;Orlando Abrigo
84130;Italy;94;940;Piedmont;Barolo;Nebbiolo;Massolino
84133;Italy;94;450;Piedmont;Barolo;Nebbiolo;Elvio Cogno
84136;Italy;94;1000;Piedmont;Barolo;Nebbiolo;Poderi Luigi Einaudi
84138;Italy;94;500;Piedmont;Barolo;Nebbiolo;Renato Ratti
84147;Italy;94;1000;Piedmont;Barolo;Nebbiolo;Gianni Voerzio
84148;Italy;94;1090;Piedmont;Barolo;Nebbiolo;Pio Cesare
84168;Italy;82;170;Southern Italy;Puglia;Fiano;Miali
84171;Italy;82;350;Sicily & Sardinia;Sicilia;Grillo;Barraco
84181;Italy;92;420;Northeastern Italy;Friuli Isonzo;Pinot Grigio;Vie di Romans
84196;Italy;92;340;Lombardy;Franciacorta;Sparkling Blend;Contadi Castaldi
84225;Italy;84;100;Central Italy;Montepulciano d'Abruzzo;Montepulciano;Natale Verga
84233;Italy;84;100;Central Italy;Montepulciano d'Abruzzo;Montepulciano;Cortenova
84244;Italy;86;220;Veneto;Monti Lessini;Durello;Sandro de Bruno
84248;Italy;86;150;Northeastern Italy;Delle Venezie;Pinot Grigio;Tommasi
84271;Italy;87;120;Veneto;Valpolicella Classico Superiore Ripasso;Corvina, Rondinella, Molinara;Begali
84275;Italy;87;170;Veneto;Valpolicella Classico Superiore Ripasso;Corvina, Rondinella, Molinara;Luigi Righetti
84277;Italy;87;180;Veneto;Veneto;Red Blend;Maculan
84278;Italy;87;180;Veneto;Veneto;Red Blend;Maculan
84282;Italy;87;350;Veneto;Amarone della Valpolicella Classico;Corvina, Rondinella, Molinara;Vaona
84289;Italy;87;200;Veneto;Valpolicella Classico;Corvina, Rondinella, Molinara;Terre di Leone
84302;Italy;89;380;Tuscany;Toscana;Red Blend;Casaloste
84304;Italy;89;550;Tuscany;Bolgheri;Vermentino;Collemassari
84305;Italy;89;200;Tuscany;Bolgheri;Red Blend;Giorgio Meletti Cavallari
84307;Italy;89;350;Tuscany;Chianti Classico;Sangiovese;La Castellina
84309;Italy;89;240;Tuscany;Val di Cornia Suvereto;Red Blend;Petra
84311;Italy;89;260;Tuscany;Bolgheri;Red Blend;Podere Guado al Melo
84316;Italy;89;400;Tuscany;Cortona;Syrah;Stefano Amerighi
84322;Italy;89;230;Tuscany;Maremma Toscana;Red Blend;Terenzi
84332;Italy;95;900;Veneto;Amarone della Valpolicella Classico;Corvina, Rondinella, Molinara;Remo Farina
84337;Italy;95;1300;Veneto;Amarone della Valpolicella Classico;Corvina, Rondinella, Molinara;Zenato
84342;Italy;94;700;Veneto;Amarone della Valpolicella Classico;Corvina, Rondinella, Molinara;Zenato
84349;Italy;94;1180;Veneto;Amarone della Valpolicella Classico;Corvina, Rondinella, Molinara;Le Salette
84352;Italy;94;700;Veneto;Amarone della Valpolicella;Corvina, Rondinella, Molinara;Tenuta Sant'Antonio
84354;Italy;94;820;Veneto;Amarone della Valpolicella;Corvina, Rondinella, Molinara;Cesari
84360;Italy;91;520;Veneto;Veneto;Merlot;Tenuta Santa Maria alla Pieve
84363;Italy;91;170;Northeastern Italy;Trentino;Merlot;La Vis
84364;Italy;91;390;Northeastern Italy;Alto Adige;Merlot;Josef Weger
84380;Italy;91;600;Veneto;Veronese;Corvina;Zenato
84402;Italy;88;240;Veneto;Conegliano Valdobbiadene Prosecco Superiore;Glera;Astoria
84404;Italy;88;240;Veneto;Valdobbiadene Superiore di Cartizze;Glera;Bellussi
84406;Italy;88;130;Veneto;Soave Classico;Garganega;Bolla
84413;Italy;88;170;Veneto;Soave;Garganega;Pieropan
84427;Italy;94;600;Piedmont;Barbaresco;Nebbiolo;Poderi Elia
84431;Italy;94;950;Piedmont;Barolo;Nebbiolo;Giuseppe Rinaldi
84436;Italy;94;650;Piedmont;Barolo;Nebbiolo;Luigi Pira
84437;Italy;94;600;Piedmont;Barolo;Nebbiolo;Bric Cenciurio
84441;Italy;94;1250;Piedmont;Barolo;Nebbiolo;Gianni Gagliardo
84443;Italy;94;580;Piedmont;Barbaresco;Nebbiolo;Castello di Neive
84444;Italy;94;900;Piedmont;Barolo;Nebbiolo;Castello di Verduno
84508;Italy;92;300;Northeastern Italy;Alto Adige;Pinot Grigio;Nals Margreid
84522;Italy;86;130;Tuscany;Cortona;Merlot;Vecchia Cantina di Montepulciano
84523;Italy;86;160;Northeastern Italy;Colli Orientali del Friuli;Sauvignon;Villa Rubini
84545;Italy;84;160;Central Italy;Montepulciano d'Abruzzo;Montepulciano;Ciavolich Giuseppe
84576;Italy;87;200;Veneto;Valpolicella Classico Superiore Ripasso;Corvina, Rondinella, Molinara;Degani
84580;Italy;87;220;Veneto;Valpolicella Classico Superiore Ripasso;Corvina, Rondinella, Molinara;Aldegheri
84584;Italy;87;190;Veneto;Valpolicella Classico Superiore;Corvina, Rondinella, Molinara;Manara
84590;Italy;87;350;Veneto;Valpolicella Superiore Ripasso;Corvina, Rondinella, Molinara;La Collina dei Ciliegi
84591;Italy;87;180;Veneto;Valpolicella Classico Superiore Ripasso;Corvina, Rondinella, Molinara;La Dama
