Vintage;Country;County;Points;Price;Province
01/01/2011;Italy;Sicilia;87;29;Sicily & Sardinia
01/01/2011;France;Aude Hauterive;92;60;Languedoc Roussillon
01/01/2011;Italy;Irpinia;89;15;Southern Italy
01/01/2011;Italy;Bolgheri;90;58;Tuscany
01/01/2011;France;Saumur Champigny;88;29;Loire Valley
01/01/2011;France;Alsace;93;45;Alsace
01/01/2011;Italy;Maremma;88;15;Tuscany
01/01/2011;Italy;Brunello di Montalcino;88;90;Tuscany
01/01/2011;Italy;Barolo;90;60;Piedmont
01/01/2011;France;Bourgogne;85;18;Burgundy
01/01/2011;France;Cahors;88;18;Southwest France
01/01/2011;France;Saint Émilion;87;35;Bordeaux
01/01/2011;Italy;Verdicchio dei Castelli di Jesi;85;13;Central Italy
01/01/2011;Italy;Cortona;90;45;Tuscany
01/01/2011;Italy;Vernaccia di San Gimignano;91;33;Tuscany
01/01/2011;Italy;Barbaresco;90;93;Piedmont
01/01/2011;France;Saint Émilion;89;89;Bordeaux
01/01/2011;Italy;Nebbiolo d Alba;88;23;Piedmont
01/01/2011;Italy;Barbaresco;86;35;Piedmont
01/01/2011;France;Fleurie;90;20;Beaujolais
01/01/2011;Italy;Salento;87;15;Southern Italy
01/01/2011;France;Chinon;87;16;Loire Valley
01/01/2011;Italy;Toscana;87;25;Tuscany
01/01/2011;Italy;Alto Adige;88;30;Northeastern Italy
01/01/2011;Italy;Morellino di Scansano;84;19;Tuscany
01/01/2011;Italy;Valtellina Superiore;88;26;Lombardy
01/01/2011;Italy;Brunello di Montalcino;94;55;Tuscany
01/01/2011;France;Alsace;86;14;Alsace
01/01/2011;Italy;Rosso Conero;88;17;Central Italy
01/01/2011;Italy;Alto Adige;90;40;Northeastern Italy
01/01/2011;Italy;Sicilia;88;30;Sicily & Sardinia
01/01/2011;Italy;Bolgheri;87;97;Tuscany
01/01/2011;Italy;Sicilia;86;15;Sicily & Sardinia
01/01/2011;France;Pommard;88;95;Burgundy
01/01/2011;Italy;Toscana;88;45;Tuscany
01/01/2011;Italy;Conegliano Valdobbiadene Prosecco Superiore;87;17;Veneto
01/01/2011;France;Pommard;93;85;Burgundy
01/01/2011;Italy;Valpolicella Superiore Ripasso;87;19;Veneto
01/01/2011;France;Bordeaux Supérieur;83;15;Bordeaux
01/01/2011;France;Alsace;85;17;Alsace
01/01/2011;Italy;Barolo;92;140;Piedmont
01/01/2011;Italy;Toscana;86;14;Tuscany
01/01/2011;France;Chablis;89;24;Burgundy
01/01/2011;Italy;Soave;87;18;Veneto
01/01/2011;France;Cahors;95;165;Southwest France
01/01/2011;France;Costières de Nîmes;89;12;Rhône Valley
01/01/2011;France;Moulin à Vent;90;58;Beaujolais
01/01/2011;France;Alsace;90;72;Alsace
01/01/2011;France;Beaujolais Villages;84;16;Beaujolais
01/01/2011;France;Nuits St. Georges;90;85;Burgundy
01/01/2011;Italy;Lugana;87;26;Lombardy
01/01/2011;Italy;Conegliano Valdobbiadene Prosecco Superiore;87;22;Veneto
01/01/2011;France;Nuits St. Georges;89;100;Burgundy
01/01/2011;France;Alsace;88;25;Alsace
01/01/2011;Italy;Barolo;95;80;Piedmont
01/01/2011;Italy;Dogliani;88;20;Piedmont
01/01/2011;Italy;Barolo;89;35;Piedmont
01/01/2011;Italy;Prosecco;86;18;Veneto
01/01/2011;Italy;Alto Adige;90;31;Northeastern Italy
01/01/2011;Italy;Ghemme;89;52;Piedmont
01/01/2011;Italy;Barolo;96;79;Piedmont
01/01/2011;Italy;Toscana;84;22;Tuscany
01/01/2011;Italy;Bolgheri;88;17;Tuscany
01/01/2011;Italy;Barolo;93;45;Piedmont
01/01/2011;Italy;Colli Orientali del Friuli;93;45;Northeastern Italy
01/01/2011;Italy;Salento;85;13;Southern Italy
01/01/2011;Italy;Chianti Superiore;89;21;Tuscany
01/01/2011;France;Bordeaux Supérieur;90;20;Bordeaux
01/01/2011;Italy;Chianti Classico;89;60;Tuscany
01/01/2011;France;Beaujolais Villages;84;11;Beaujolais
01/01/2011;Italy;Terre del Volturno;88;24;Southern Italy
01/01/2011;Italy;Chianti Classico;87;29;Tuscany
01/01/2011;France;Saumur;90;17;Loire Valley
01/01/2011;Italy;Toscana;93;65;Tuscany
01/01/2011;Italy;Sicilia;88;21;Sicily & Sardinia
01/01/2011;Italy;Toscana;83;19;Tuscany
01/01/2011;France;Côtes de Provence;85;13;Provence
01/01/2011;France;Savennières;92;45;Loire Valley
01/01/2011;Italy;Isola dei Nuraghi;91;30;Sicily & Sardinia
01/01/2011;France;Rully;89;30;Burgundy
01/01/2011;France;Savigny lès Beaune;88;45;Burgundy
01/01/2011;Italy;Cannonau di Sardegna;87;30;Sicily & Sardinia
01/01/2011;Italy;Moscato d Asti;86;13;Piedmont
01/01/2011;France;Alsace;85;15;Alsace
01/01/2011;France;Bourgogne Hautes Côtes de Nuits;87;20;Burgundy
01/01/2011;France;Costières de Nîmes;89;15;Rhône Valley
01/01/2011;France;Lussac Saint Émilion;88;40;Bordeaux
01/01/2011;Italy;Chianti Classico;89;20;Tuscany
01/01/2011;France;Côtes du Marmandais;87;12;Southwest France
01/01/2011;Italy;Barbaresco;94;58;Piedmont
01/01/2011;Italy;Barolo;87;48;Piedmont
01/01/2011;Italy;Soave Classico Superiore;88;30;Veneto
01/01/2011;Italy;Barolo;92;90;Piedmont
01/01/2011;France;Lalande de Pomerol;90;15;Bordeaux
01/01/2011;France;Alsace;84;15;Alsace
01/01/2011;France;Alsace;88;18;Alsace
01/01/2011;France;Condrieu;92;60;Rhône Valley
01/01/2011;Italy;Barbera d Alba;87;25;Piedmont
01/01/2011;France;Saint Aubin;91;42;Burgundy
01/01/2011;Italy;Vino Nobile di Montepulciano;87;25;Tuscany
01/01/2011;Italy;Alto Adige;89;32;Northeastern Italy
01/01/2011;Italy;Barbaresco;86;55;Piedmont
01/01/2011;France;Bourgogne;85;13;Burgundy
01/01/2011;France;Beaune;90;40;Burgundy
01/01/2011;Italy;Toscana;87;12;Tuscany
01/01/2011;France;Alsace;88;18;Alsace
01/01/2011;Italy;Morellino di Scansano;85;18;Tuscany
01/01/2011;Italy;Chianti Rufina;90;28;Tuscany
01/01/2011;Italy;Chianti Classico;93;40;Tuscany
01/01/2011;Italy;Sicilia;89;40;Sicily & Sardinia
01/01/2011;Italy;Colli della Toscana Centrale;85;9;Tuscany
01/01/2011;France;Morgon;89;14;Beaujolais
01/01/2011;Italy;Soave;86;20;Veneto
01/01/2011;Italy;Bolgheri Superiore;85;35;Tuscany
01/01/2011;France;Côtes de Provence;85;13;Provence
01/01/2011;Italy;Verdicchio dei Castelli di Jesi Classico;88;20;Central Italy
01/01/2011;France;Vin de Pays Var;88;14;Provence
01/01/2011;France;Saint Émilion;86;45;Bordeaux
01/01/2011;Italy;Frascati Superiore;88;18;Central Italy
01/01/2011;Italy;Collio;88;23;Northeastern Italy
01/01/2011;Italy;Barolo;92;95;Piedmont
01/01/2011;Italy;Maremma Toscana;90;50;Tuscany
01/01/2011;Italy;Toscana;93;180;Tuscany
01/01/2011;France;Fronton;90;24;Southwest France
01/01/2011;France;Bourgogne;85;17;Burgundy
01/01/2011;France;Gers;87;27;Southwest France
01/01/2011;Italy;Terre del Volturno;88;24;Southern Italy
01/01/2011;Italy;Alto Adige;89;40;Northeastern Italy
01/01/2011;Italy;Barbera d Alba Superiore;88;35;Piedmont
01/01/2011;Italy;Valpolicella;86;27;Veneto
01/01/2011;Italy;Alta Langa;90;49;Piedmont
01/01/2011;Italy;Toscana;89;300;Tuscany
01/01/2011;France;Alsace;90;22;Alsace
01/01/2011;France;Alsace;91;28;Alsace
01/01/2011;Italy;Sangiovese di Romagna Superiore;86;15;Central Italy
01/01/2011;France;Bordeaux Supérieur;85;10;Bordeaux
01/01/2011;Italy;Toscana;89;50;Tuscany
01/01/2011;Italy;Veneto;87;18;Veneto
01/01/2011;France;Alsace;87;20;Alsace
01/01/2011;Italy;Maremma Toscana;88;15;Tuscany
01/01/2011;Italy;Barbaresco;91;55;Piedmont
01/01/2011;Italy;Chianti Classico;85;57;Tuscany
01/01/2011;Italy;Toscana;90;175;Tuscany
01/01/2011;France;Alsace;88;18;Alsace
01/01/2011;France;Lalande de Pomerol;88;30;Bordeaux
01/01/2011;Italy;Brunello di Montalcino;85;48;Tuscany
01/01/2011;France;Fronton;89;19;Southwest France
01/01/2011;Italy;Fiano di Avellino;89;21;Southern Italy
01/01/2011;Italy;Toscana;90;90;Tuscany
01/01/2011;France;Savigny lès Beaune;89;38;Burgundy
01/01/2011;Italy;Alto Adige;91;60;Northeastern Italy
01/01/2011;Italy;Barolo;91;75;Piedmont
01/01/2011;France;Alsace;85;20;Alsace
01/01/2011;Italy;Val di Neto;90;25;Southern Italy
01/01/2011;France;Chablis;87;22;Burgundy
01/01/2011;Italy;Bolgheri;87;16;Tuscany
01/01/2011;Italy;Chianti Classico;86;30;Tuscany
01/01/2011;Italy;Chianti Classico;92;45;Tuscany
01/01/2011;France;Sauternes;86;25;Bordeaux
01/01/2011;Italy;Vittoria;88;20;Sicily & Sardinia
01/01/2011;Italy;Valpolicella Ripasso;87;17;Veneto
01/01/2011;Italy;Alta Langa;91;30;Piedmont
01/01/2011;France;Alsace;89;35;Alsace
01/01/2011;Italy;Bolgheri;86;30;Tuscany
01/01/2011;Italy;Barbaresco;89;47;Piedmont
01/01/2011;Italy;Orvieto Classico Superiore;83;25;Central Italy
01/01/2011;Italy;Orvieto Classico Superiore;88;28;Central Italy
01/01/2011;Italy;Barbaresco;89;97;Piedmont
01/01/2011;France;Bordeaux Blanc;87;12;Bordeaux
01/01/2011;Italy;Soave Classico;88;18;Veneto
01/01/2011;Italy;Sicilia;88;25;Sicily & Sardinia
01/01/2011;France;Côtes du Tarn;91;16;Southwest France
01/01/2011;Italy;Friuli Isonzo;86;43;Northeastern Italy
01/01/2011;Italy;Barolo;90;200;Piedmont
01/01/2011;France;Castillon Côtes de Bordeaux;87;15;Bordeaux
01/01/2011;Italy;Barbera d Alba;88;23;Piedmont
01/01/2011;France;Crémant de Bourgogne;91;26;Burgundy
01/01/2011;Italy;Barolo;91;97;Piedmont
01/01/2011;Italy;Toscana;89;57;Tuscany
01/01/2011;Italy;Valpolicella Classico Superiore;88;24;Veneto
01/01/2011;Italy;Sicilia;86;11;Sicily & Sardinia
01/01/2011;Italy;Rosso Conero;87;12;Central Italy
01/01/2011;France;Alsace;92;30;Alsace
01/01/2011;Italy;Terre Siciliane;88;22;Sicily & Sardinia
01/01/2011;France;Beaujolais;85;17;Beaujolais
01/01/2011;France;Sancerre;88;28;Loire Valley
01/01/2011;France;Pommard;92;80;Burgundy
01/01/2011;Italy;Barolo;91;70;Piedmont
01/01/2011;Italy;Toscana;87;30;Tuscany
01/01/2011;France;Muscadet Sèvre et Maine;89;16;Loire Valley
01/01/2011;Italy;Montepulciano d Abruzzo;88;17;Central Italy
01/01/2011;Italy;Campania;92;44;Southern Italy
01/01/2011;Italy;Vino Nobile di Montepulciano;89;40;Tuscany
01/01/2011;France;Saint Émilion;88;50;Bordeaux
01/01/2011;Italy;Barbaresco;93;71;Piedmont
01/01/2011;France;Alsace;93;53;Alsace
01/01/2011;Italy;Sicilia;89;29;Sicily & Sardinia
01/01/2011;Italy;Sicilia;86;15;Sicily & Sardinia
01/01/2011;Italy;Vino Nobile di Montepulciano;87;35;Tuscany
01/01/2011;France;Jurançon;90;21;Southwest France
01/01/2011;France;Bordeaux;85;10;Bordeaux
01/01/2011;Italy;Barolo;94;101;Piedmont
01/01/2011;France;Alsace;87;20;Alsace
01/01/2011;France;Cahors;86;20;Southwest France
01/01/2011;Italy;Chianti Classico;92;150;Tuscany
01/01/2011;Italy;Bolgheri Superiore;92;50;Tuscany
01/01/2011;Italy;Toscana;88;35;Tuscany
01/01/2011;Italy;Sicilia;89;27;Sicily & Sardinia
01/01/2011;Italy;Chianti Classico;87;15;Tuscany
01/01/2011;Italy;Romagna;84;14;Central Italy
01/01/2011;Italy;Moscato d Asti;88;19;Piedmont
01/01/2011;Italy;Toscana;86;11;Tuscany
01/01/2011;Italy;Barolo;90;70;Piedmont
01/01/2011;Italy;Lugana Superiore;92;30;Lombardy
01/01/2011;France;Beaujolais;85;10;Beaujolais
01/01/2011;Italy;Ghemme;90;40;Piedmont
01/01/2011;France;Alsace;93;40;Alsace
01/01/2011;France;Sancerre;87;35;Loire Valley
01/01/2011;Italy;Amarone della Valpolicella;87;52;Veneto
01/01/2011;France;Alsace;96;37;Alsace
01/01/2011;Italy;Sicilia;86;26;Sicily & Sardinia
01/01/2011;France;Puligny Montrachet;93;99;Burgundy
01/01/2012;Italy;Barolo;86;60;Piedmont
01/01/2012;France;Vouvray;90;40;Loire Valley
01/01/2012;Italy;Verdicchio dei Castelli di Jesi Classico Superiore;89;16;Central Italy
01/01/2012;Italy;Morellino di Scansano;88;25;Tuscany
01/01/2012;Italy;Sicilia;86;12;Sicily & Sardinia
01/01/2012;Italy;Bolgheri;92;75;Tuscany
01/01/2012;France;Alsace;90;16;Alsace
01/01/2012;Italy;Lugana;85;18;Lombardy
01/01/2012;Italy;Barolo;94;96;Piedmont
01/01/2012;France;Chénas;92;35;Beaujolais
01/01/2012;Italy;Vino Spumante;89;30;Italy Other
01/01/2012;France;Châteauneuf du Pape;91;60;Rhône Valley
01/01/2012;Italy;Castel del Monte;88;15;Southern Italy
01/01/2012;France;Côtes du Rhône;88;10;Rhône Valley
01/01/2012;France;Médoc;91;35;Bordeaux
01/01/2012;Italy;Barolo;89;52;Piedmont
01/01/2012;France;Cahors;90;17;Southwest France
01/01/2012;Italy;Chianti Classico;91;28;Tuscany
01/01/2012;Italy;Soave Classico;87;17;Veneto
01/01/2012;Italy;Cannonau di Sardegna;88;16;Sicily & Sardinia
01/01/2012;Italy;Alto Adige;89;38;Northeastern Italy
01/01/2012;France;Touraine;87;18;Loire Valley
01/01/2012;Italy;Toscana;89;21;Tuscany
01/01/2012;Italy;Vino da Tavola;91;45;Italy Other
01/01/2012;France;Viré Clessé;86;30;Burgundy
01/01/2012;France;Alsace;86;30;Alsace
01/01/2012;France;Sancerre;86;30;Loire Valley
01/01/2012;Italy;Costa d Amalfi;87;24;Southern Italy
01/01/2012;France;Costières de Nîmes;88;20;Rhône Valley
01/01/2012;France;Alsace;94;26;Alsace
01/01/2012;France;Côtes de Bordeaux;88;20;Bordeaux
01/01/2012;Italy;Barolo;91;56;Piedmont
01/01/2012;France;Marsannay;85;35;Burgundy
01/01/2012;Italy;Conegliano Valdobbiadene Prosecco Superiore;87;25;Veneto
01/01/2012;Italy;Primitivo di Manduria;85;12;Southern Italy
01/01/2012;Italy;Chianti Classico;89;42;Tuscany
01/01/2012;Italy;Chianti Classico;90;47;Tuscany
01/01/2012;Italy;Friuli Grave;86;16;Northeastern Italy
01/01/2012;Italy;Barolo;92;75;Piedmont
01/01/2012;France;Alsace;87;25;Alsace
01/01/2012;Italy;Trentino;87;24;Northeastern Italy
01/01/2012;Italy;Toscana;93;40;Tuscany
01/01/2012;Italy;Barolo;87;50;Piedmont
01/01/2012;Italy;Orvieto;87;30;Central Italy
01/01/2012;Italy;Alto Adige;89;25;Northeastern Italy
01/01/2012;France;Alsace;95;45;Alsace
01/01/2012;France;Mâcon Davayé;86;23;Burgundy
01/01/2012;Italy;Morellino di Scansano;84;17;Tuscany
01/01/2012;Italy;Bolgheri;88;33;Tuscany
01/01/2012;France;Meursault;93;113;Burgundy
01/01/2012;Italy;Barolo;92;58;Piedmont
01/01/2012;Italy;Barolo;93;75;Piedmont
01/01/2012;Italy;Barbaresco;92;50;Piedmont
01/01/2012;Italy;Barbera d Asti;88;30;Piedmont
01/01/2012;Italy;Vino Spumante;87;34;Italy Other
01/01/2012;Italy;Marche;87;24;Central Italy
01/01/2012;Italy;Brunello di Montalcino;89;95;Tuscany
01/01/2012;Italy;Terre Siciliane;87;16;Sicily & Sardinia
01/01/2012;Italy;Rosso di Montepulciano;87;26;Tuscany
01/01/2012;France;Margaux;89;40;Bordeaux
01/01/2012;France;Sancerre;85;25;Loire Valley
01/01/2012;France;Lalande de Pomerol;86;23;Bordeaux
01/01/2012;France;Madiran;90;22;Southwest France
01/01/2012;Italy;Conegliano Valdobbiadene Prosecco Superiore;86;17;Veneto
01/01/2012;France;Les Baux de Provence;89;20;Provence
01/01/2012;France;Castillon Côtes de Bordeaux;84;20;Bordeaux
01/01/2012;Italy;Barolo;87;85;Piedmont
01/01/2012;France;Beaujolais Villages;87;10;Beaujolais
01/01/2012;Italy;Soave Superiore;88;21;Veneto
01/01/2012;France;Sancerre;91;35;Loire Valley
01/01/2012;France;Chablis;92;48;Burgundy
01/01/2012;Italy;Toscana;87;35;Tuscany
01/01/2012;Italy;Sicilia;92;42;Sicily & Sardinia
01/01/2012;France;Muscadet Sèvre et Maine;92;27;Loire Valley
01/01/2012;Italy;Chianti Classico;91;50;Tuscany
01/01/2012;Italy;Alto Adige;88;40;Northeastern Italy
01/01/2012;Italy;Prosecco;88;18;Veneto
01/01/2012;Italy;Barolo;91;70;Piedmont
01/01/2012;Italy;Toscana;87;68;Tuscany
01/01/2012;France;Alsace;84;32;Alsace
01/01/2012;France;Gaillac;91;14;Southwest France
01/01/2012;France;;86;10;Southwest France
01/01/2012;France;Blaye Côtes de Bordeaux;86;20;Bordeaux
01/01/2012;France;Bordeaux;86;14;Bordeaux
01/01/2012;France;Côtes du Rhône;84;17;Rhône Valley
01/01/2012;Italy;Sicilia;92;18;Sicily & Sardinia
01/01/2012;Italy;Barbaresco;88;34;Piedmont
01/01/2012;Italy;Barbera d Alba Superiore;89;35;Piedmont
01/01/2012;Italy;Barolo;90;48;Piedmont
01/01/2012;France;Alsace;85;25;Alsace
01/01/2012;Italy;Alta Valle della Greve;92;75;Tuscany
01/01/2012;France;Saint Émilion;92;22;Bordeaux
01/01/2012;France;Alsace;88;45;Alsace
01/01/2012;Italy;Toscana;89;83;Tuscany
01/01/2012;Italy;Colli Orientali del Friuli;90;30;Northeastern Italy
01/01/2012;Italy;Brunello di Montalcino;92;95;Tuscany
01/01/2012;France;Côtes de Provence;90;46;Provence
01/01/2012;Italy;Orvieto Classico Superiore;89;40;Central Italy
01/01/2012;France;Cahors;92;25;Southwest France
01/01/2012;France;Côtes du Rhône;86;12;Rhône Valley
01/01/2012;Italy;Trentino;87;19;Northeastern Italy
01/01/2012;France;Châteauneuf du Pape;87;70;Rhône Valley
01/01/2012;Italy;Valli di Porto Pino;89;27;Sicily & Sardinia
01/01/2012;Italy;Lessini Durello;87;29;Veneto
01/01/2012;Italy;Barbaresco;90;35;Piedmont
01/01/2012;Italy;Bolgheri;90;20;Tuscany
01/01/2012;Italy;Barolo;91;70;Piedmont
01/01/2012;France;Côtes de Provence;90;14;Provence
01/01/2012;Italy;Barbera d Alba;88;50;Piedmont
01/01/2012;Italy;Isola dei Nuraghi;90;45;Sicily & Sardinia
01/01/2012;France;Beaujolais Villages;85;13;Beaujolais
01/01/2012;France;Chablis;92;40;Burgundy
01/01/2012;Italy;Friuli Isonzo;90;40;Northeastern Italy
01/01/2012;Italy;Alto Adige;86;25;Northeastern Italy
01/01/2012;France;Alsace;94;55;Alsace
01/01/2012;France;Pouilly Fumé;89;25;Loire Valley
01/01/2012;Italy;Soave;85;15;Veneto
01/01/2012;France;Sancerre;91;45;Loire Valley
01/01/2012;France;Blaye Côtes de Bordeaux;89;18;Bordeaux
01/01/2012;France;Montagny;87;20;Burgundy
01/01/2012;France;Saint Nicolas de Bourgueil;88;40;Loire Valley
01/01/2012;France;Bordeaux Blanc;83;13;Bordeaux
01/01/2012;France;Côtes de Provence;87;18;Provence
01/01/2012;Italy;Salento;86;24;Southern Italy
01/01/2012;France;Blaye Côtes de Bordeaux;88;29;Bordeaux
01/01/2012;Italy;Verdicchio dei Castelli di Jesi Classico Superiore;87;38;Central Italy
01/01/2012;Italy;Sicilia;89;25;Sicily & Sardinia
01/01/2012;France;Alsace;94;22;Alsace
01/01/2012;France;Alsace;92;60;Alsace
01/01/2012;France;Bourgogne;85;20;Burgundy
01/01/2012;France;Condrieu;93;85;Rhône Valley
01/01/2012;France;Alsace;88;50;Alsace
01/01/2012;Italy;Isola dei Nuraghi;90;45;Sicily & Sardinia
01/01/2012;France;Alsace;84;32;Alsace
01/01/2012;France;Crémant d Alsace;86;23;Alsace
01/01/2012;Italy;Chianti Classico;85;20;Tuscany
01/01/2012;Italy;Chianti;87;21;Tuscany
01/01/2012;Italy;Bolgheri;87;42;Tuscany
01/01/2012;Italy;Aglianico del Vulture;91;20;Southern Italy
01/01/2012;Italy;Toscana;88;28;Tuscany
01/01/2012;Italy;Alto Adige;88;28;Northeastern Italy
01/01/2012;France;Pernand Vergelesses;91;73;Burgundy
01/01/2012;Italy;Chianti Classico;87;22;Tuscany
01/01/2012;Italy;Chianti Classico;94;53;Tuscany
01/01/2012;Italy;Puglia;87;10;Southern Italy
01/01/2012;Italy;Alto Adige;90;24;Northeastern Italy
01/01/2012;Italy;Barolo;89;50;Piedmont
01/01/2012;Italy;Vino Nobile di Montepulciano;88;28;Tuscany
01/01/2012;France;Cahors;88;25;Southwest France
01/01/2012;Italy;Chianti Classico;88;15;Tuscany
01/01/2012;Italy;Alto Adige;88;22;Northeastern Italy
01/01/2012;Italy;Chianti Classico;93;70;Tuscany
01/01/2012;Italy;Ischia;86;29;Southern Italy
01/01/2012;Italy;Barbaresco;90;81;Piedmont
01/01/2012;Italy;Barolo;95;60;Piedmont
01/01/2012;France;Châteauneuf du Pape;91;135;Rhône Valley
01/01/2012;France;Cahors;92;25;Southwest France
01/01/2012;Italy;Vittoria Frappato;89;16;Sicily & Sardinia
01/01/2012;Italy;Puglia;86;14;Southern Italy
01/01/2012;Italy;Vino Nobile di Montepulciano;90;25;Tuscany
01/01/2012;Italy;Barolo;90;40;Piedmont
01/01/2012;Italy;Toscana;87;15;Tuscany
01/01/2012;France;Costières de Nîmes;90;40;Rhône Valley
01/01/2012;Italy;Toscana;89;25;Tuscany
01/01/2012;Italy;Campania;96;105;Southern Italy
01/01/2012;France;Alsace;93;36;Alsace
01/01/2012;France;Puligny Montrachet;94;125;Burgundy
01/01/2012;Italy;Chianti Classico;91;26;Tuscany
01/01/2012;France;Buzet;87;27;Southwest France
01/01/2012;Italy;Sicilia;85;30;Sicily & Sardinia
01/01/2012;Italy;Soave Classico;88;20;Veneto
01/01/2012;Italy;Barolo;88;53;Piedmont
01/01/2012;Italy;Cesanese del Piglio;87;29;Central Italy
01/01/2012;France;Alsace;90;21;Alsace
01/01/2012;Italy;Barolo;94;79;Piedmont
01/01/2012;France;Menetou Salon;84;25;Loire Valley
01/01/2012;Italy;Brunello di Montalcino;89;95;Tuscany
01/01/2012;Italy;Barbaresco;87;40;Piedmont
01/01/2012;France;Côtes du Rhône;87;12;Rhône Valley
01/01/2012;Italy;Barbaresco;88;50;Piedmont
01/01/2012;France;Madiran;94;35;Southwest France
01/01/2012;France;Pouilly Fuissé;90;25;Burgundy
01/01/2012;Italy;Barbera d Alba Superiore;89;25;Piedmont
01/01/2012;France;Alsace;90;22;Alsace
01/01/2012;Italy;Alto Adige;89;23;Northeastern Italy
01/01/2012;Italy;Cortona;88;30;Tuscany
01/01/2012;France;Côtes de Provence;87;18;Provence
01/01/2012;France;Pouilly Fumé;89;25;Loire Valley
01/01/2012;Italy;Toscana;88;55;Tuscany
01/01/2012;Italy;Veneto;87;80;Veneto
01/01/2012;France;Les Baux de Provence;86;18;Provence
01/01/2012;France;Alsace;90;26;Alsace
01/01/2012;France;Pommard;88;58;Burgundy
01/01/2012;France;Bordeaux Blanc;86;10;Bordeaux
01/01/2012;France;Côtes de Bourg;90;55;Bordeaux
01/01/2012;France;Saint Aubin;88;60;Burgundy
01/01/2012;France;Rully;89;39;Burgundy
01/01/2012;Italy;Offida Pecorino;88;22;Central Italy
01/01/2012;France;Côtes du Marmandais;88;45;Southwest France
01/01/2012;Italy;Alto Adige;90;108;Northeastern Italy
01/01/2012;Italy;Greco di Tufo;85;21;Southern Italy
01/01/2012;France;Coteaux du Giennois;86;20;Loire Valley
01/01/2012;Italy;Toscana;90;65;Tuscany
01/01/2012;Italy;Verdicchio dei Castelli di Jesi Classico;88;27;Central Italy
01/01/2012;France;Bordeaux Blanc;86;10;Bordeaux
01/01/2012;Italy;Chianti Classico;89;25;Tuscany
01/01/2012;Italy;Conegliano Valdobbiadene Prosecco Superiore;86;18;Veneto
01/01/2012;France;Alsace;89;37;Alsace
01/01/2012;France;Cahors;86;14;Southwest France
01/01/2012;Italy;Soave;87;17;Veneto
01/01/2012;Italy;Barolo;89;95;Piedmont
01/01/2012;Italy;Barolo;93;48;Piedmont
01/01/2012;Italy;Montepulciano d Abruzzo;89;19;Central Italy
01/01/2012;France;Sancerre;86;20;Loire Valley
01/01/2012;Italy;Coste della Sesia;89;28;Piedmont
01/01/2012;France;Cahors;93;24;Southwest France
01/01/2012;France;Côtes de Gascogne;88;15;Southwest France
01/01/2012;France;Châteauneuf du Pape;89;45;Rhône Valley
01/01/2012;Italy;Barolo;88;50;Piedmont
01/01/2012;France;Cahors;91;60;Southwest France
01/01/2012;Italy;Etna;92;58;Sicily & Sardinia
01/01/2012;France;Châteaumeillant;86;16;Loire Valley
01/01/2012;France;Sancerre;87;27;Loire Valley
01/01/2012;France;Saint Émilion;93;80;Bordeaux
01/01/2012;Italy;Barbaresco;86;40;Piedmont
01/01/2012;France;Côtes de Provence;90;27;Provence
01/01/2012;Italy;Barbaresco;85;25;Piedmont
01/01/2012;Italy;Friuli Isonzo;90;43;Northeastern Italy
01/01/2012;Italy;Barolo;87;93;Piedmont
01/01/2012;France;Savoie;89;14;France Other
01/01/2012;France;Pouilly Fuissé;89;26;Burgundy
01/01/2012;Italy;Puglia;87;19;Southern Italy
01/01/2012;Italy;Barolo;91;99;Piedmont
01/01/2012;Italy;Alto Adige;89;22;Northeastern Italy
01/01/2012;France;Brouilly;85;18;Beaujolais
01/01/2012;France;Côtes du Rhône;89;14;Rhône Valley
01/01/2012;Italy;Langhe;87;24;Piedmont
01/01/2012;France;Gigondas;89;51;Rhône Valley
01/01/2012;Italy;Barolo;95;163;Piedmont
01/01/2012;France;Fleurie;89;20;Beaujolais
01/01/2012;Italy;Toscana;88;70;Tuscany
01/01/2012;France;Haut Médoc;88;30;Bordeaux
01/01/2012;Italy;Lacryma Christi del Vesuvio;89;20;Southern Italy
01/01/2012;Italy;Chianti Rufina;88;23;Tuscany
01/01/2012;France;Alsace;88;16;Alsace
01/01/2012;France;Cahors;86;12;Southwest France
01/01/2012;France;Châteauneuf du Pape;95;169;Rhône Valley
01/01/2012;France;Madiran;93;29;Southwest France
01/01/2012;France;Pouilly Fuissé;90;36;Burgundy
01/01/2012;Italy;Chianti Classico;89;20;Tuscany
01/01/2012;France;Saint Émilion;89;28;Bordeaux
01/01/2012;Italy;Bolgheri;90;28;Tuscany
01/01/2012;France;Gers;89;27;Southwest France
01/01/2012;France;Chablis;92;40;Burgundy
01/01/2012;Italy;Irpinia;86;25;Southern Italy
01/01/2012;France;Gevrey Chambertin;95;168;Burgundy
01/01/2012;Italy;Lugana;85;18;Lombardy
01/01/2012;Italy;Terre Siciliane;90;32;Sicily & Sardinia
01/01/2012;France;Vin de Pays du Val de Loire;85;13;Loire Valley
01/01/2012;France;Côtes du Rhône;88;12;Rhône Valley
01/01/2012;France;Cahors;92;23;Southwest France
01/01/2012;France;Pouilly Loché;86;41;Burgundy
01/01/2012;France;Alsace;96;120;Alsace
01/01/2012;Italy;Trento;94;67;Northeastern Italy
01/01/2012;France;Jurançon;93;39;Southwest France
01/01/2012;Italy;Chianti Superiore;85;18;Tuscany
01/01/2012;Italy;Gavi;86;12;Piedmont
